Coefficient;OTU;Phylum;Class;Order;Family;Genus;Value;Std.Error;DF;t-value;p-value;p.adjust;log10p;Change
Before;Otu000504;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;unclassified;1.633314256;0.431451375;126;3.785627654;0.000236074;0.003949627;2.403443909;Increased
M3;Otu000504;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;unclassified;1.318536175;0.449544545;126;2.933048991;0.003988512;0.030943133;1.509435721;Increased
M6;Otu000504;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;unclassified;1.427611422;0.454384686;126;3.141856377;0.00209285;0.018904429;1.723436447;Increased
M6;Otu000512;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;0.974270888;0.352875453;126;2.760948318;0.006624795;0.043268127;1.363831902;Increased
Before;Otu000516;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.339286248;0.360446594;126;3.715630194;0.000303416;0.004824564;2.316541946;Increased
Before;Otu000526;Firmicutes;Clostridia;unclassified;unclassified;unclassified;0.807296699;0.247930326;126;3.256143415;0.001450949;0.0149952;1.824047735;Increased
M6;Otu000526;Firmicutes;Clostridia;unclassified;unclassified;unclassified;0.720231738;0.257224608;126;2.800011021;0.005915564;0.040682221;1.390595348;Increased
Before;Otu000561;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Incertae_Sedis;2.369515988;0.590453987;126;4.013040879;0.000102182;0.002113954;2.674904547;Increased
M12;Otu000561;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Incertae_Sedis;2.509294896;0.634044252;126;3.957602154;0.000125708;0.002467982;2.607657981;Increased
M3;Otu000561;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Incertae_Sedis;1.853244796;0.651435458;126;2.844863251;0.005187055;0.03765998;1.424119915;Increased
M6;Otu000561;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Incertae_Sedis;2.408041578;0.618781658;126;3.89158526;0.000160476;0.002979537;2.525851174;Increased
Before;Otu000563;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.262817067;0.361941472;126;3.489009038;0.000668515;0.008809749;2.055036453;Increased
M6;Otu000563;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;2.048146853;0.388213907;126;5.275820409;5.58E-07;2.90E-05;4.537078652;Increased
M12;Otu000566;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;2.654864342;0.454316687;126;5.843642591;4.10E-08;4.16E-06;5.381352714;Increased
M3;Otu000566;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;1.707642654;0.439500098;126;3.885420414;0.000164153;0.002979537;2.525851174;Increased
M3;Otu000567;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;unclassified;1.255079786;0.32355809;126;3.878993675;0.000168073;0.003022165;2.519681832;Increased
Before;Otu000574;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Incertae_Sedis;2.175737921;0.63756944;126;3.412550517;0.000865809;0.010907787;1.962263353;Increased
M3;Otu000574;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Incertae_Sedis;2.774297971;0.63172269;126;4.391638947;2.36E-05;0.000677273;3.169236273;Increased
M6;Otu000574;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Incertae_Sedis;2.515434503;0.63477611;126;3.962711359;0.00012334;0.002467982;2.607657981;Increased
M6;Otu000577;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;1.752059826;0.346772102;126;5.052482071;1.49E-06;6.69E-05;4.174655889;Increased
Before;Otu000591;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Papillibacter;1.45859654;0.316440084;126;4.60939247;9.76E-06;0.000323844;3.489663809;Increased
M12;Otu000591;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Papillibacter;2.055947041;0.371748883;126;5.530472681;1.76E-07;1.26E-05;4.900777299;Increased
M3;Otu000591;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Papillibacter;1.563755792;0.314748784;126;4.968266355;2.15E-06;9.20E-05;4.035992827;Increased
M6;Otu000591;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Papillibacter;1.753114084;0.318583322;126;5.502843246;2.00E-07;1.38E-05;4.861624159;Increased
Before;Otu000599;unclassified;unclassified;unclassified;unclassified;unclassified;0.81681375;0.201562396;126;4.052411384;8.81E-05;0.001883278;2.725085532;Increased
M12;Otu000600;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;2.834412064;0.443580067;126;6.38985445;2.93E-09;4.70E-07;6.328315535;Increased
M3;Otu000600;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.626311367;0.457970355;126;3.551128039;0.000540228;0.007424277;2.129345804;Increased
M6;Otu000600;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;2.469311565;0.439074976;126;5.623895011;1.15E-07;9.59E-06;5.018053239;Increased
M3;Otu000601;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;1.257415859;0.42324043;126;2.970925675;0.003556591;0.028751601;1.541337971;Increased
M12;Otu000605;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae_Sedis;1.171412632;0.356643435;126;3.284548427;0.001322774;0.014287473;1.845044578;Increased
Before;Otu000608;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;unclassified;2.589842206;0.474379471;126;5.459431451;2.44E-07;1.51E-05;4.819803408;Increased
M3;Otu000608;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;unclassified;2.125458917;0.490484696;126;4.333384786;2.97E-05;0.000820459;3.085943375;Increased
Before;Otu000630;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.76002266;0.443400976;126;3.969370287;0.000120318;0.002436763;2.613186755;Increased
M6;Otu000638;Firmicutes;Clostridia;Clostridiales;vadinBB60;unclassified;1.375703041;0.44079442;126;3.120962923;0.002235536;0.020005447;1.698851736;Increased
Before;Otu000645;Firmicutes;unclassified;unclassified;unclassified;unclassified;0.992213514;0.270385571;126;3.669624497;0.000357192;0.005472959;2.261777817;Increased
Before;Otu000647;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;unclassified;0.906453999;0.251749092;126;3.600624694;0.000455016;0.006484828;2.188101567;Increased
Before;Otu000657;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Incertae_Sedis;1.167374262;0.332967277;126;3.50597294;0.000630893;0.008371292;2.077207496;Increased
Before;Otu000667;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.297876911;0.31059271;126;4.178710155;5.44E-05;0.001275959;2.894163157;Increased
M6;Otu000681;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;1.915768726;0.579695856;126;3.30478251;0.001238005;0.013841121;1.858828749;Increased
Before;Otu000687;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia;1.733396158;0.467816294;126;3.7052924;0.000314786;0.004964328;2.304139546;Increased
M12;Otu000687;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia;1.679702248;0.507055649;126;3.312658587;0.001206403;0.013841121;1.858828749;Increased
M6;Otu000687;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia;1.698903899;0.506118272;126;3.356732985;0.001043037;0.012464616;1.904321111;Increased
Before;Otu000705;unclassified;unclassified;unclassified;unclassified;unclassified;0.971079628;0.341995808;126;2.83944892;0.005270421;0.037978611;1.420460925;Increased
M3;Otu000736;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Intestinimonas;0.951095905;0.352210158;126;2.700364778;0.007878759;0.04858568;1.313491716;Increased
Before;Otu000740;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.551126182;0.470266311;126;3.29839954;0.001264182;0.013926817;1.856148119;Increased
M3;Otu000740;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.616399048;0.502339356;126;3.217743201;0.001642694;0.015882127;1.799091327;Increased
M6;Otu000740;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;1.446329393;0.487690912;126;2.965668129;0.003613855;0.028797971;1.540638116;Increased
M6;Otu000747;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.548005961;0.370998066;126;4.172544562;5.57E-05;0.001290922;2.889100039;Increased
M12;Otu000778;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;1.104459551;0.344620102;126;3.204861081;0.001712134;0.016388789;1.785453144;Increased
M3;Otu000809;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;unclassified;1.309112162;0.469834227;126;2.78632779;0.006155715;0.041556475;1.3813613;Increased
Before;Otu000811;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;1.706607409;0.500462704;126;3.41005912;0.000873077;0.010907787;1.962263353;Increased
M3;Otu000811;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;1.471727901;0.525898587;126;2.798501339;0.005941634;0.040682221;1.390595348;Increased
M6;Otu000811;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;1.651625431;0.541999152;126;3.047284158;0.00281382;0.023983843;1.620081222;Increased
Before;Otu000863;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Incertae_Sedis;1.151625701;0.227010606;126;5.073003943;1.37E-06;6.26E-05;4.203279156;Increased
M3;Otu000881;unclassified;unclassified;unclassified;unclassified;unclassified;1.318971088;0.405643416;126;3.251553057;0.001472719;0.015071866;1.821832962;Increased
M6;Otu000973;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Intestinimonas;2.018780937;0.509751147;126;3.960326422;0.00012444;0.002467982;2.607657981;Increased
Before;Otu000994;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.60170722;0.565310723;126;2.833321841;0.005366236;0.038524767;1.414259977;Increased
M12;Otu000994;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;1.8618243;0.591628648;126;3.146947511;0.002059386;0.0186899;1.728393011;Increased
M12;Otu001128;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;1.720923002;0.639298378;126;2.691893274;0.008070296;0.048981859;1.30996474;Increased
